"country","year","version","years_since_original","component","revision_cause","revision","cum_revision"
"Slovakia",2008,2009-10-01,1,"deficit","due to revision of deficit/surplus or debt",0.2,0.1
"Slovakia",2008,2010-04-01,2,"deficit","due to revision of deficit/surplus or debt",0,0.1
"Slovakia",2008,2010-10-01,2,"deficit","due to revision of deficit/surplus or debt",0,0.1
"Slovakia",2008,2011-04-01,3,"deficit","due to revision of deficit/surplus or debt",0,0.1
"Slovakia",2008,2011-10-01,3,"deficit","due to revision of deficit/surplus or debt",0,0.1
"Slovakia",2009,2009-10-01,0,"deficit","due to revision of deficit/surplus or debt",-1.1,-1.1
"Slovakia",2009,2010-04-01,1,"deficit","due to revision of deficit/surplus or debt",0,-1.1
"Slovakia",2009,2010-10-01,1,"deficit","due to revision of deficit/surplus or debt",0,-1.1
"Slovakia",2009,2011-04-01,2,"deficit","due to revision of deficit/surplus or debt",0,-1.1
"Slovakia",2009,2011-10-01,2,"deficit","due to revision of deficit/surplus or debt",0,-1.1
"Slovakia",2009,2012-04-01,3,"deficit","due to revision of deficit/surplus or debt",0,-1.1
"Slovakia",2009,2012-10-01,3,"deficit","due to revision of deficit/surplus or debt",0,-1.1
"Slovakia",2010,2010-10-01,0,"deficit","due to revision of deficit/surplus or debt",0.2,0.2
"Slovakia",2010,2011-04-01,1,"deficit","due to revision of deficit/surplus or debt",0,0.2
"Slovakia",2010,2011-10-01,1,"deficit","due to revision of deficit/surplus or debt",0,0.2
"Slovakia",2010,2012-04-01,2,"deficit","due to revision of deficit/surplus or debt",0,0.2
"Slovakia",2010,2012-10-01,2,"deficit","due to revision of deficit/surplus or debt",0,0.2
"Slovakia",2010,2013-04-01,3,"deficit","due to revision of deficit/surplus or debt",0.1,0.3
"Slovakia",2010,2013-10-01,3,"deficit","due to revision of deficit/surplus or debt",-0.1,0.2
"Slovakia",2011,2011-10-01,0,"deficit","due to revision of deficit/surplus or debt",-0.1,-0.1
"Slovakia",2011,2012-04-01,1,"deficit","due to revision of deficit/surplus or debt",-0.1,-0.2
"Slovakia",2011,2012-10-01,1,"deficit","due to revision of deficit/surplus or debt",0,-0.2
"Slovakia",2011,2013-04-01,2,"deficit","due to revision of deficit/surplus or debt",0.3,0.1
"Slovakia",2011,2013-10-01,2,"deficit","due to revision of deficit/surplus or debt",0.6,0.7
"Slovakia",2011,2014-04-01,3,"deficit","due to revision of deficit/surplus or debt",0,0.7
"Slovakia",2012,2012-10-01,0,"deficit","due to revision of deficit/surplus or debt",-0.2,-0.2
"Slovakia",2012,2013-04-01,1,"deficit","due to revision of deficit/surplus or debt",0.1,-0.1
"Slovakia",2012,2013-10-01,1,"deficit","due to revision of deficit/surplus or debt",0.2,0.1
"Slovakia",2012,2014-04-01,2,"deficit","due to revision of deficit/surplus or debt",0,0.1
"Slovakia",2013,2013-10-01,0,"deficit","due to revision of deficit/surplus or debt",0.1,0.1
"Slovakia",2013,2014-04-01,1,"deficit","due to revision of deficit/surplus or debt",0,0.1
"Slovenia",2003,2006-04-01,3,"debt","due to revision of deficit/surplus or debt",0.2,0.2
"Slovenia",2003,2006-10-01,3,"debt","due to revision of deficit/surplus or debt",-0.2,0
"Slovenia",2004,2006-04-01,2,"debt","due to revision of deficit/surplus or debt",0.2,0.2
"Slovenia",2004,2006-10-01,2,"debt","due to revision of deficit/surplus or debt",-0.8,-0.6
"Slovenia",2004,2007-04-01,3,"debt","due to revision of deficit/surplus or debt",0,-0.6
"Slovenia",2004,2007-10-01,3,"debt","due to revision of deficit/surplus or debt",0,-0.6
"Slovenia",2005,2006-04-01,1,"debt","due to revision of deficit/surplus or debt",0.4,0.4
"Slovenia",2005,2006-10-01,1,"debt","due to revision of deficit/surplus or debt",-0.3,0.1
"Slovenia",2005,2007-04-01,2,"debt","due to revision of deficit/surplus or debt",0.1,0.2
"Slovenia",2005,2007-10-01,2,"debt","due to revision of deficit/surplus or debt",0,0.2
"Slovenia",2005,2008-04-01,3,"debt","due to revision of deficit/surplus or debt",0,0.2
"Slovenia",2005,2008-10-01,3,"debt","due to revision of deficit/surplus or debt",0,0.2
"Slovenia",2006,2006-10-01,0,"debt","due to revision of deficit/surplus or debt",-0.1,-0.1
"Slovenia",2006,2007-04-01,1,"debt","due to revision of deficit/surplus or debt",0.1,0
"Slovenia",2006,2007-10-01,1,"debt","due to revision of deficit/surplus or debt",0,0
"Slovenia",2006,2008-04-01,2,"debt","due to revision of deficit/surplus or debt",0,0
"Slovenia",2006,2008-10-01,2,"debt","due to revision of deficit/surplus or debt",0,0
"Slovenia",2006,2009-04-01,3,"debt","due to revision of deficit/surplus or debt",0,0
"Slovenia",2006,2009-10-01,3,"debt","due to revision of deficit/surplus or debt",0,0
"Slovenia",2007,2007-10-01,0,"debt","due to revision of deficit/surplus or debt",0,0
"Slovenia",2007,2008-04-01,1,"debt","due to revision of deficit/surplus or debt",0,0
"Slovenia",2007,2008-10-01,1,"debt","due to revision of deficit/surplus or debt",0,0
"Slovenia",2007,2009-04-01,2,"debt","due to revision of deficit/surplus or debt",0,0
"Slovenia",2007,2009-10-01,2,"debt","due to revision of deficit/surplus or debt",0,0
"Slovenia",2007,2010-04-01,3,"debt","due to revision of deficit/surplus or debt",-0.3,-0.3
"Slovenia",2007,2010-10-01,3,"debt","due to revision of deficit/surplus or debt",0,-0.3
"Slovenia",2008,2008-10-01,0,"debt","due to revision of deficit/surplus or debt",-0.4,-0.4
"Slovenia",2008,2009-04-01,1,"debt","due to revision of deficit/surplus or debt",0.1,-0.3
"Slovenia",2008,2009-10-01,1,"debt","due to revision of deficit/surplus or debt",0,-0.3
"Slovenia",2008,2010-04-01,2,"debt","due to revision of deficit/surplus or debt",-0.6,-0.9
"Slovenia",2008,2010-10-01,2,"debt","due to revision of deficit/surplus or debt",0,-0.9
"Slovenia",2008,2011-04-01,3,"debt","due to revision of deficit/surplus or debt",0,-0.9
"Slovenia",2008,2011-10-01,3,"debt","due to revision of deficit/surplus or debt",0,-0.9
"Slovenia",2009,2009-10-01,0,"debt","due to revision of deficit/surplus or debt",0,0
"Slovenia",2009,2010-04-01,1,"debt","due to revision of deficit/surplus or debt",-0.2,-0.2
"Slovenia",2009,2010-10-01,1,"debt","due to revision of deficit/surplus or debt",0,-0.2
"Slovenia",2009,2011-04-01,2,"debt","due to revision of deficit/surplus or debt",0,-0.2
"Slovenia",2009,2011-10-01,2,"debt","due to revision of deficit/surplus or debt",0,-0.2
"Slovenia",2009,2012-04-01,3,"debt","due to revision of deficit/surplus or debt",0,-0.2
"Slovenia",2009,2012-10-01,3,"debt","due to revision of deficit/surplus or debt",0,-0.2
"Slovenia",2010,2010-10-01,0,"debt","due to revision of deficit/surplus or debt",0.1,0.1
"Slovenia",2010,2011-04-01,1,"debt","due to revision of deficit/surplus or debt",0,0.1
"Slovenia",2010,2011-10-01,1,"debt","due to revision of deficit/surplus or debt",0,0.1
"Slovenia",2010,2012-04-01,2,"debt","due to revision of deficit/surplus or debt",0,0.1
"Slovenia",2010,2012-10-01,2,"debt","due to revision of deficit/surplus or debt",0,0.1
"Slovenia",2010,2013-04-01,3,"debt","due to revision of deficit/surplus or debt",0,0.1
"Slovenia",2010,2013-10-01,3,"debt","due to revision of deficit/surplus or debt",0,0.1
"Slovenia",2011,2011-10-01,0,"debt","due to revision of deficit/surplus or debt",0,0
"Slovenia",2011,2012-04-01,1,"debt","due to revision of deficit/surplus or debt",0,0
"Slovenia",2011,2012-10-01,1,"debt","due to revision of deficit/surplus or debt",0.2,0.2
"Slovenia",2011,2013-04-01,2,"debt","due to revision of deficit/surplus or debt",0,0.2
"Slovenia",2011,2013-10-01,2,"debt","due to revision of deficit/surplus or debt",0,0.2
"Slovenia",2011,2014-04-01,3,"debt","due to revision of deficit/surplus or debt",0.3,0.5
"Slovenia",2012,2012-10-01,0,"debt","due to revision of deficit/surplus or debt",0,0
"Slovenia",2012,2013-04-01,1,"debt","due to revision of deficit/surplus or debt",0,0
"Slovenia",2012,2013-10-01,1,"debt","due to revision of deficit/surplus or debt",0.1,0.1
"Slovenia",2012,2014-04-01,2,"debt","due to revision of deficit/surplus or debt",0.3,0.4
"Slovenia",2013,2013-10-01,0,"debt","due to revision of deficit/surplus or debt",0.3,0.3
"Slovenia",2013,2014-04-01,1,"debt","due to revision of deficit/surplus or debt",0,0.3
"Slovenia",2003,2006-04-01,3,"deficit","due to revision of deficit/surplus or debt",0,0
"Slovenia",2003,2006-10-01,3,"deficit","due to revision of deficit/surplus or debt",0,0
"Slovenia",2004,2006-04-01,2,"deficit","due to revision of deficit/surplus or debt",0,0
"Slovenia",2004,2006-10-01,2,"deficit","due to revision of deficit/surplus or debt",0,0
"Slovenia",2004,2007-04-01,3,"deficit","due to revision of deficit/surplus or debt",0,0
"Slovenia",2004,2007-10-01,3,"deficit","due to revision of deficit/surplus or debt",0,0
"Slovenia",2005,2006-04-01,1,"deficit","due to revision of deficit/surplus or debt",-0.1,-0.1
"Slovenia",2005,2006-10-01,1,"deficit","due to revision of deficit/surplus or debt",0,-0.1
"Slovenia",2005,2007-04-01,2,"deficit","due to revision of deficit/surplus or debt",0,-0.1
"Slovenia",2005,2007-10-01,2,"deficit","due to revision of deficit/surplus or debt",0,-0.1
"Slovenia",2005,2008-04-01,3,"deficit","due to revision of deficit/surplus or debt",0,-0.1
"Slovenia",2005,2008-10-01,3,"deficit","due to revision of deficit/surplus or debt",0,-0.1
"Slovenia",2006,2006-10-01,0,"deficit","due to revision of deficit/surplus or debt",0.2,0.2
"Slovenia",2006,2007-04-01,1,"deficit","due to revision of deficit/surplus or debt",0,0.2
"Slovenia",2006,2007-10-01,1,"deficit","due to revision of deficit/surplus or debt",0,0.2
"Slovenia",2006,2008-04-01,2,"deficit","due to revision of deficit/surplus or debt",-0.1,0.1
"Slovenia",2006,2008-10-01,2,"deficit","due to revision of deficit/surplus or debt",0,0.1
"Slovenia",2006,2009-04-01,3,"deficit","due to revision of deficit/surplus or debt",0,0.1
"Slovenia",2006,2009-10-01,3,"deficit","due to revision of deficit/surplus or debt",0,0.1
"Slovenia",2007,2007-10-01,0,"deficit","due to revision of deficit/surplus or debt",0.6,0.6
"Slovenia",2007,2008-04-01,1,"deficit","due to revision of deficit/surplus or debt",0,0.6
"Slovenia",2007,2008-10-01,1,"deficit","due to revision of deficit/surplus or debt",-0.4,0.2
"Slovenia",2007,2009-04-01,2,"deficit","due to revision of deficit/surplus or debt",0,0.2
"Slovenia",2007,2009-10-01,2,"deficit","due to revision of deficit/surplus or debt",0,0.2
"Slovenia",2007,2010-04-01,3,"deficit","due to revision of deficit/surplus or debt",-0.1,0.1
"Slovenia",2007,2010-10-01,3,"deficit","due to revision of deficit/surplus or debt",0,0.1
"Slovenia",2008,2008-10-01,0,"deficit","due to revision of deficit/surplus or debt",-0.9,-0.9
"Slovenia",2008,2009-04-01,1,"deficit","due to revision of deficit/surplus or debt",0.1,-0.8
"Slovenia",2008,2009-10-01,1,"deficit","due to revision of deficit/surplus or debt",-0.1,-0.9
"Slovenia",2008,2010-04-01,2,"deficit","due to revision of deficit/surplus or debt",0,-0.9
"Slovenia",2008,2010-10-01,2,"deficit","due to revision of deficit/surplus or debt",-0.1,-1
"Slovenia",2008,2011-04-01,3,"deficit","due to revision of deficit/surplus or debt",0,-1
"Slovenia",2008,2011-10-01,3,"deficit","due to revision of deficit/surplus or debt",0,-1
"Slovenia",2009,2009-10-01,0,"deficit","due to revision of deficit/surplus or debt",-0.4,-0.4
"Slovenia",2009,2010-04-01,1,"deficit","due to revision of deficit/surplus or debt",-0.1,-0.5
"Slovenia",2009,2010-10-01,1,"deficit","due to revision of deficit/surplus or debt",-0.1,-0.6
"Slovenia",2009,2011-04-01,2,"deficit","due to revision of deficit/surplus or debt",0,-0.6
"Slovenia",2009,2011-10-01,2,"deficit","due to revision of deficit/surplus or debt",0.1,-0.5
"Slovenia",2009,2012-04-01,3,"deficit","due to revision of deficit/surplus or debt",-0.3,-0.8
"Slovenia",2009,2012-10-01,3,"deficit","due to revision of deficit/surplus or debt",-0.1,-0.9
"Slovenia",2010,2010-10-01,0,"deficit","due to revision of deficit/surplus or debt",-0.1,-0.1
"Slovenia",2010,2011-04-01,1,"deficit","due to revision of deficit/surplus or debt",-0.2,-0.3
"Slovenia",2010,2011-10-01,1,"deficit","due to revision of deficit/surplus or debt",0.2,-0.1
"Slovenia",2010,2012-04-01,2,"deficit","due to revision of deficit/surplus or debt",-0.2,-0.3
"Slovenia",2010,2012-10-01,2,"deficit","due to revision of deficit/surplus or debt",0.1,-0.2
"Slovenia",2010,2013-04-01,3,"deficit","due to revision of deficit/surplus or debt",0,-0.2
"Slovenia",2010,2013-10-01,3,"deficit","due to revision of deficit/surplus or debt",0.1,-0.1
"Slovenia",2011,2011-10-01,0,"deficit","due to revision of deficit/surplus or debt",-0.1,-0.1
"Slovenia",2011,2012-04-01,1,"deficit","due to revision of deficit/surplus or debt",0,-0.1
"Slovenia",2011,2012-10-01,1,"deficit","due to revision of deficit/surplus or debt",0,-0.1
"Slovenia",2011,2013-04-01,2,"deficit","due to revision of deficit/surplus or debt",-0.1,-0.2
"Slovenia",2011,2013-10-01,2,"deficit","due to revision of deficit/surplus or debt",0,-0.2
"Slovenia",2011,2014-04-01,3,"deficit","due to revision of deficit/surplus or debt",-0.4,-0.6
"Slovenia",2012,2012-10-01,0,"deficit","due to revision of deficit/surplus or debt",0.2,0.2
"Slovenia",2012,2013-04-01,1,"deficit","due to revision of deficit/surplus or debt",-0.2,0
"Slovenia",2012,2013-10-01,1,"deficit","due to revision of deficit/surplus or debt",0.2,0.2
"Slovenia",2012,2014-04-01,2,"deficit","due to revision of deficit/surplus or debt",-0.3,-0.1
"Slovenia",2013,2013-10-01,0,"deficit","due to revision of deficit/surplus or debt",-0.2,-0.2
"Slovenia",2013,2014-04-01,1,"deficit","due to revision of deficit/surplus or debt",-0.3,-0.5
"Spain",2003,2006-04-01,3,"debt","due to revision of deficit/surplus or debt",0,0
"Spain",2003,2006-10-01,3,"debt","due to revision of deficit/surplus or debt",0,0
"Spain",2004,2006-04-01,2,"debt","due to revision of deficit/surplus or debt",0,0
"Spain",2004,2006-10-01,2,"debt","due to revision of deficit/surplus or debt",0,0
"Spain",2004,2007-04-01,3,"debt","due to revision of deficit/surplus or debt",0,0
"Spain",2004,2007-10-01,3,"debt","due to revision of deficit/surplus or debt",0,0
"Spain",2005,2006-04-01,1,"debt","due to revision of deficit/surplus or debt",0,0
"Spain",2005,2006-10-01,1,"debt","due to revision of deficit/surplus or debt",0,0
"Spain",2005,2007-04-01,2,"debt","due to revision of deficit/surplus or debt",0,0
"Spain",2005,2007-10-01,2,"debt","due to revision of deficit/surplus or debt",0,0
"Spain",2005,2008-04-01,3,"debt","due to revision of deficit/surplus or debt",0,0
"Spain",2005,2008-10-01,3,"debt","due to revision of deficit/surplus or debt",0,0
"Spain",2006,2006-10-01,0,"debt","due to revision of deficit/surplus or debt",0,0
"Spain",2006,2007-04-01,1,"debt","due to revision of deficit/surplus or debt",0,0
"Spain",2006,2007-10-01,1,"debt","due to revision of deficit/surplus or debt",0,0
"Spain",2006,2008-04-01,2,"debt","due to revision of deficit/surplus or debt",0,0
"Spain",2006,2008-10-01,2,"debt","due to revision of deficit/surplus or debt",0,0
"Spain",2006,2009-04-01,3,"debt","due to revision of deficit/surplus or debt",0,0
"Spain",2006,2009-10-01,3,"debt","due to revision of deficit/surplus or debt",0,0
"Spain",2007,2007-10-01,0,"debt","due to revision of deficit/surplus or debt",0,0
"Spain",2007,2008-04-01,1,"debt","due to revision of deficit/surplus or debt",0.1,0.1
"Spain",2007,2008-10-01,1,"debt","due to revision of deficit/surplus or debt",0,0.1
"Spain",2007,2009-04-01,2,"debt","due to revision of deficit/surplus or debt",0,0.1
"Spain",2007,2009-10-01,2,"debt","due to revision of deficit/surplus or debt",0,0.1
"Spain",2007,2010-04-01,3,"debt","due to revision of deficit/surplus or debt",0,0.1
"Spain",2007,2010-10-01,3,"debt","due to revision of deficit/surplus or debt",0.1,0.2
"Spain",2008,2008-10-01,0,"debt","due to revision of deficit/surplus or debt",0,0
"Spain",2008,2009-04-01,1,"debt","due to revision of deficit/surplus or debt",0,0
"Spain",2008,2009-10-01,1,"debt","due to revision of deficit/surplus or debt",0.1,0.1
"Spain",2008,2010-04-01,2,"debt","due to revision of deficit/surplus or debt",0.1,0.2
"Spain",2008,2010-10-01,2,"debt","due to revision of deficit/surplus or debt",0.2,0.4
"Spain",2008,2011-04-01,3,"debt","due to revision of deficit/surplus or debt",0.1,0.5
"Spain",2008,2011-10-01,3,"debt","due to revision of deficit/surplus or debt",0,0.5
"Spain",2009,2009-10-01,0,"debt","due to revision of deficit/surplus or debt",0.1,0.1
"Spain",2009,2010-04-01,1,"debt","due to revision of deficit/surplus or debt",0.1,0.2
"Spain",2009,2010-10-01,1,"debt","due to revision of deficit/surplus or debt",0.2,0.4
"Spain",2009,2011-04-01,2,"debt","due to revision of deficit/surplus or debt",0.1,0.5
"Spain",2009,2011-10-01,2,"debt","due to revision of deficit/surplus or debt",0,0.5
"Spain",2009,2012-04-01,3,"debt","due to revision of deficit/surplus or debt",0,0.5
"Spain",2009,2012-10-01,3,"debt","due to revision of deficit/surplus or debt",0,0.5
"Spain",2010,2010-10-01,0,"debt","due to revision of deficit/surplus or debt",0.3,0.3
"Spain",2010,2011-04-01,1,"debt","due to revision of deficit/surplus or debt",0.1,0.4
"Spain",2010,2011-10-01,1,"debt","due to revision of deficit/surplus or debt",0.1,0.5
"Spain",2010,2012-04-01,2,"debt","due to revision of deficit/surplus or debt",0,0.5
"Spain",2010,2012-10-01,2,"debt","due to revision of deficit/surplus or debt",0,0.5
"Spain",2010,2013-04-01,3,"debt","due to revision of deficit/surplus or debt",0,0.5
"Spain",2010,2013-10-01,3,"debt","due to revision of deficit/surplus or debt",0.4,0.9
"Spain",2011,2011-10-01,0,"debt","due to revision of deficit/surplus or debt",0.1,0.1
"Spain",2011,2012-04-01,1,"debt","due to revision of deficit/surplus or debt",0,0.1
"Spain",2011,2012-10-01,1,"debt","due to revision of deficit/surplus or debt",0.1,0.2
"Spain",2011,2013-04-01,2,"debt","due to revision of deficit/surplus or debt",0,0.2
"Spain",2011,2013-10-01,2,"debt","due to revision of deficit/surplus or debt",0.6,0.8
"Spain",2011,2014-04-01,3,"debt","due to revision of deficit/surplus or debt",0,0.8
"Spain",2012,2012-10-01,0,"debt","due to revision of deficit/surplus or debt",0.1,0.1
"Spain",2012,2013-04-01,1,"debt","due to revision of deficit/surplus or debt",0,0.1
"Spain",2012,2013-10-01,1,"debt","due to revision of deficit/surplus or debt",0.6,0.7
"Spain",2012,2014-04-01,2,"debt","due to revision of deficit/surplus or debt",0,0.7
"Spain",2013,2013-10-01,0,"debt","due to revision of deficit/surplus or debt",0.5,0.5
"Spain",2013,2014-04-01,1,"debt","due to revision of deficit/surplus or debt",0,0.5
"Spain",2003,2006-04-01,3,"deficit","due to revision of deficit/surplus or debt",0,0
"Spain",2003,2006-10-01,3,"deficit","due to revision of deficit/surplus or debt",-0.2,-0.2
"Spain",2004,2006-04-01,2,"deficit","due to revision of deficit/surplus or debt",0,0
"Spain",2004,2006-10-01,2,"deficit","due to revision of deficit/surplus or debt",-0.2,-0.2
"Spain",2004,2007-04-01,3,"deficit","due to revision of deficit/surplus or debt",0,-0.2
"Spain",2004,2007-10-01,3,"deficit","due to revision of deficit/surplus or debt",0,-0.2
"Spain",2005,2006-04-01,1,"deficit","due to revision of deficit/surplus or debt",0,0
"Spain",2005,2006-10-01,1,"deficit","due to revision of deficit/surplus or debt",-0.1,-0.1
"Spain",2005,2007-04-01,2,"deficit","due to revision of deficit/surplus or debt",0,-0.1
"Spain",2005,2007-10-01,2,"deficit","due to revision of deficit/surplus or debt",0,-0.1
"Spain",2005,2008-04-01,3,"deficit","due to revision of deficit/surplus or debt",0,-0.1
"Spain",2005,2008-10-01,3,"deficit","due to revision of deficit/surplus or debt",0,-0.1
"Spain",2006,2006-10-01,0,"deficit","due to revision of deficit/surplus or debt",0,0
"Spain",2006,2007-04-01,1,"deficit","due to revision of deficit/surplus or debt",0,0
"Spain",2006,2007-10-01,1,"deficit","due to revision of deficit/surplus or debt",0.2,0.2
"Spain",2006,2008-04-01,2,"deficit","due to revision of deficit/surplus or debt",0,0.2
"Spain",2006,2008-10-01,2,"deficit","due to revision of deficit/surplus or debt",0,0.2
"Spain",2006,2009-04-01,3,"deficit","due to revision of deficit/surplus or debt",0,0.2
"Spain",2006,2009-10-01,3,"deficit","due to revision of deficit/surplus or debt",0,0.2
"Spain",2007,2007-10-01,0,"deficit","due to revision of deficit/surplus or debt",0,0
"Spain",2007,2008-04-01,1,"deficit","due to revision of deficit/surplus or debt",0,0
"Spain",2007,2008-10-01,1,"deficit","due to revision of deficit/surplus or debt",-0.3,-0.3
"Spain",2007,2009-04-01,2,"deficit","due to revision of deficit/surplus or debt",0,-0.3
"Spain",2007,2009-10-01,2,"deficit","due to revision of deficit/surplus or debt",0,-0.3
"Spain",2007,2010-04-01,3,"deficit","due to revision of deficit/surplus or debt",0,-0.3
"Spain",2007,2010-10-01,3,"deficit","due to revision of deficit/surplus or debt",0,-0.3
"Spain",2008,2008-10-01,0,"deficit","due to revision of deficit/surplus or debt",-0.2,-0.2
"Spain",2008,2009-04-01,1,"deficit","due to revision of deficit/surplus or debt",0,-0.2
"Spain",2008,2009-10-01,1,"deficit","due to revision of deficit/surplus or debt",-0.1,-0.3
"Spain",2008,2010-04-01,2,"deficit","due to revision of deficit/surplus or debt",0,-0.3
"Spain",2008,2010-10-01,2,"deficit","due to revision of deficit/surplus or debt",-0.3,-0.6
"Spain",2008,2011-04-01,3,"deficit","due to revision of deficit/surplus or debt",0,-0.6
"Spain",2008,2011-10-01,3,"deficit","due to revision of deficit/surplus or debt",0,-0.6
"Spain",2009,2009-10-01,0,"deficit","due to revision of deficit/surplus or debt",0,0
"Spain",2009,2010-04-01,1,"deficit","due to revision of deficit/surplus or debt",0,0
"Spain",2009,2010-10-01,1,"deficit","due to revision of deficit/surplus or debt",0,0
"Spain",2009,2011-04-01,2,"deficit","due to revision of deficit/surplus or debt",0,0
"Spain",2009,2011-10-01,2,"deficit","due to revision of deficit/surplus or debt",0,0
"Spain",2009,2012-04-01,3,"deficit","due to revision of deficit/surplus or debt",0,0
"Spain",2009,2012-10-01,3,"deficit","due to revision of deficit/surplus or debt",0.1,0.1
"Spain",2010,2010-10-01,0,"deficit","due to revision of deficit/surplus or debt",0,0
"Spain",2010,2011-04-01,1,"deficit","due to revision of deficit/surplus or debt",0,0
"Spain",2010,2011-10-01,1,"deficit","due to revision of deficit/surplus or debt",-0.3,-0.3
"Spain",2010,2012-04-01,2,"deficit","due to revision of deficit/surplus or debt",0,-0.3
"Spain",2010,2012-10-01,2,"deficit","due to revision of deficit/surplus or debt",0.1,-0.2
"Spain",2010,2013-04-01,3,"deficit","due to revision of deficit/surplus or debt",0,-0.2
"Spain",2010,2013-10-01,3,"deficit","due to revision of deficit/surplus or debt",-0.1,-0.3
"Spain",2011,2011-10-01,0,"deficit","due to revision of deficit/surplus or debt",-0.9,-0.9
"Spain",2011,2012-04-01,1,"deficit","due to revision of deficit/surplus or debt",0,-0.9
"Spain",2011,2012-10-01,1,"deficit","due to revision of deficit/surplus or debt",0,-0.9
"Spain",2011,2013-04-01,2,"deficit","due to revision of deficit/surplus or debt",0,-0.9
"Spain",2011,2013-10-01,2,"deficit","due to revision of deficit/surplus or debt",-0.1,-1
"Spain",2011,2014-04-01,3,"deficit","due to revision of deficit/surplus or debt",0,-1
"Spain",2012,2012-10-01,0,"deficit","due to revision of deficit/surplus or debt",0.2,0.2
"Spain",2012,2013-04-01,1,"deficit","due to revision of deficit/surplus or debt",0,0.2
"Spain",2012,2013-10-01,1,"deficit","due to revision of deficit/surplus or debt",0.1,0.3
"Spain",2012,2014-04-01,2,"deficit","due to revision of deficit/surplus or debt",0,0.3
"Spain",2013,2013-10-01,0,"deficit","due to revision of deficit/surplus or debt",0.1,0.1
"Spain",2013,2014-04-01,1,"deficit","due to revision of deficit/surplus or debt",0,0.1
"Sweden",2003,2006-04-01,3,"debt","due to revision of deficit/surplus or debt",1.7,1.7
"Sweden",2003,2006-10-01,3,"debt","due to revision of deficit/surplus or debt",0,1.7
"Sweden",2004,2006-04-01,2,"debt","due to revision of deficit/surplus or debt",1.8,1.8
"Sweden",2004,2006-10-01,2,"debt","due to revision of deficit/surplus or debt",0,1.8
"Sweden",2004,2007-04-01,3,"debt","due to revision of deficit/surplus or debt",0,1.8
"Sweden",2004,2007-10-01,3,"debt","due to revision of deficit/surplus or debt",0,1.8
"Sweden",2005,2006-04-01,1,"debt","due to revision of deficit/surplus or debt",1.7,1.7
"Sweden",2005,2006-10-01,1,"debt","due to revision of deficit/surplus or debt",0,1.7
"Sweden",2005,2007-04-01,2,"debt","due to revision of deficit/surplus or debt",0,1.7
"Sweden",2005,2007-10-01,2,"debt","due to revision of deficit/surplus or debt",0,1.7
"Sweden",2005,2008-04-01,3,"debt","due to revision of deficit/surplus or debt",0.1,1.8
"Sweden",2005,2008-10-01,3,"debt","due to revision of deficit/surplus or debt",0,1.8
"Sweden",2006,2006-10-01,0,"debt","due to revision of deficit/surplus or debt",0,0
"Sweden",2006,2007-04-01,1,"debt","due to revision of deficit/surplus or debt",0,0
"Sweden",2006,2007-10-01,1,"debt","due to revision of deficit/surplus or debt",0,0
"Sweden",2006,2008-04-01,2,"debt","due to revision of deficit/surplus or debt",0,0
"Sweden",2006,2008-10-01,2,"debt","due to revision of deficit/surplus or debt",0,0
"Sweden",2006,2009-04-01,3,"debt","due to revision of deficit/surplus or debt",-0.1,-0.1
"Sweden",2006,2009-10-01,3,"debt","due to revision of deficit/surplus or debt",-0.1,-0.2
"Sweden",2007,2007-10-01,0,"debt","due to revision of deficit/surplus or debt",-0.2,-0.2
"Sweden",2007,2008-04-01,1,"debt","due to revision of deficit/surplus or debt",0,-0.2
"Sweden",2007,2008-10-01,1,"debt","due to revision of deficit/surplus or debt",0,-0.2
"Sweden",2007,2009-04-01,2,"debt","due to revision of deficit/surplus or debt",0.2,0
"Sweden",2007,2009-10-01,2,"debt","due to revision of deficit/surplus or debt",0,0
"Sweden",2007,2010-04-01,3,"debt","due to revision of deficit/surplus or debt",0.2,0.2
"Sweden",2007,2010-10-01,3,"debt","due to revision of deficit/surplus or debt",0,0.2
"Sweden",2008,2008-10-01,0,"debt","due to revision of deficit/surplus or debt",0,0
"Sweden",2008,2009-04-01,1,"debt","due to revision of deficit/surplus or debt",0.2,0.2
"Sweden",2008,2009-10-01,1,"debt","due to revision of deficit/surplus or debt",0.6,0.8
"Sweden",2008,2010-04-01,2,"debt","due to revision of deficit/surplus or debt",0.5,1.3
"Sweden",2008,2010-10-01,2,"debt","due to revision of deficit/surplus or debt",0,1.3
"Sweden",2008,2011-04-01,3,"debt","due to revision of deficit/surplus or debt",0,1.3
"Sweden",2008,2011-10-01,3,"debt","due to revision of deficit/surplus or debt",0,1.3
"Sweden",2009,2009-10-01,0,"debt","due to revision of deficit/surplus or debt",0.2,0.2
"Sweden",2009,2010-04-01,1,"debt","due to revision of deficit/surplus or debt",0.6,0.8
"Sweden",2009,2010-10-01,1,"debt","due to revision of deficit/surplus or debt",0,0.8
"Sweden",2009,2011-04-01,2,"debt","due to revision of deficit/surplus or debt",0,0.8
"Sweden",2009,2011-10-01,2,"debt","due to revision of deficit/surplus or debt",0,0.8
"Sweden",2009,2012-04-01,3,"debt","due to revision of deficit/surplus or debt",0,0.8
"Sweden",2009,2012-10-01,3,"debt","due to revision of deficit/surplus or debt",0,0.8
"Sweden",2010,2010-10-01,0,"debt","due to revision of deficit/surplus or debt",0,0
